Season,Division,Team,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2002,NFC East,DAL,15,PHI,7,36.5,"L, 3-27",Lost,Under
2024,NFC East,DAL,17,WAS,6.5,44,"L, 19-23",Won,Under
2022,NFC East,DAL,6,@PHI,6.5,42,"L, 17-26",Lost,Over
2016,NFC East,DAL,16,@PHI,6.5,44,"L, 13-27",Lost,Under
2015,NFC East,DAL,13,@GNB,6.5,42.5,"L, 7-28",Lost,Under
2015,NFC East,DAL,15,@BUF,6.5,42,"L, 6-16",Lost,Under
2004,NFC East,DAL,1,@MIN,6.5,44,"L, 17-35",Lost,Over
2002,NFC East,DAL,10,@IND,6.5,39.5,"L, 3-20",Lost,Under
2017,NFC East,DAL,10,PHI,6,48,"L, 9-37",Lost,Under
2014,NFC East,DAL,18,@GNB,6,51.5,"L, 21-26",Won,Under
2011,NFC East,DAL,1,@NYJ,6,41,"L, 24-27",Won,Over
2003,NFC East,DAL,7,@TAM,6,37,"L, 0-16",Lost,Under
2024,NFC East,DAL,13,CIN,5.5,49.5,"L, 20-27",Lost,Under
2022,NFC East,DAL,5,@LAR,5.5,42,"W, 22-10",Won,Under
2020,NFC East,DAL,3,@SEA,5.5,58,"L, 31-38",Lost,Over
2019,NFC East,DAL,11,@NWE,5.5,44,"L, 9-13",Won,Under
2013,NFC East,DAL,10,@NOR,5.5,54,"L, 17-49",Lost,Over
2010,NFC East,DAL,12,@IND,5.5,48,"W, 38-35",Won,Over
2006,NFC East,DAL,7,@CAR,5.5,40.5,"W, 35-14",Won,Over
2005,NFC East,DAL,15,@CAR,5.5,38.5,"W, 24-20",Won,Over
2003,NFC East,DAL,13,@PHI,5.5,35.5,"L, 10-36",Lost,Over
2016,NFC East,DAL,6,@GNB,5,47,"W, 30-16",Won,Under
2015,NFC East,DAL,2,@PHI,5,55,"W, 20-10",Won,Under
2007,NFC East,DAL,6,NWE,5,53,"L, 27-48",Lost,Over
2005,NFC East,DAL,1,@SDG,5,41,"W, 28-24",Won,Over
2002,NFC East,DAL,14,@NYG,5,35,"L, 7-37",Lost,Over
2024,NFC East,DAL,7,@SFO,4.5,47,"L, 24-30",Lost,Over
2015,NFC East,DAL,7,SEA,4.5,41,"L, 12-13",Won,Under
2014,NFC East,DAL,1,SFO,4.5,51,"L, 17-28",Lost,Under
2012,NFC East,DAL,8,@ATL,4.5,47.5,"L, 13-19",Lost,Under
2010,NFC East,DAL,11,NOR,4.5,49,"L, 27-30",Won,Over
2002,NFC East,DAL,13,SFO,4.5,40,"L, 27-31",Won,Over
2024,NFC East,DAL,15,TAM,4,48,"W, 26-24",Won,Over
2022,NFC East,DAL,19,@SFO,4,47,"L, 12-19",Lost,Under
2020,NFC East,DAL,14,SFO,4,46,"W, 41-33",Won,Over
2012,NFC East,DAL,1,@NYG,4,46,"W, 24-17",Won,Under
2010,NFC East,DAL,13,PHI,4,51,"L, 27-30",Won,Over
2008,NFC East,DAL,13,@PIT,4,38.5,"L, 13-20",Lost,Under
2004,NFC East,DAL,6,@GNB,4,44,"L, 20-41",Lost,Over
2003,NFC East,DAL,10,@NWE,4,35,"L, 0-12",Lost,Under
2024,NFC East,DAL,6,DET,3.5,52.5,"L, 9-47",Lost,Over
2023,NFC East,DAL,5,@SFO,3.5,45,"L, 10-42",Lost,Over
2018,NFC East,DAL,5,@HOU,3.5,45.5,"L, 16-19",Won,Under
2018,NFC East,DAL,10,@ATL,3.5,50,"W, 22-19",Won,Under
2017,NFC East,DAL,9,@ATL,3.5,49,"L, 7-27",Lost,Under
2016,NFC East,DAL,2,@WAS,3.5,47,"W, 27-23",Won,Over
2015,NFC East,DAL,12,@WAS,3.5,42,"W, 19-16",Won,Under
2014,NFC East,DAL,2,@TEN,3.5,49.5,"W, 26-10",Won,Under
2012,NFC East,DAL,13,@CIN,3.5,46,"W, 20-19",Won,Under
2005,NFC East,DAL,5,PHI,3.5,44,"W, 33-10",Won,Under
2002,NFC East,DAL,2,TEN,3.5,37.5,"W, 21-13",Won,Under
2002,NFC East,DAL,7,@ARI,3.5,36.5,"L, 6-9",Won,Under
2024,NFC East,DAL,8,@ATL,3,52,"L, 21-27",Lost,Under
2024,NFC East,DAL,14,@CAR,3,43,"W, 30-14",Won,Over
2023,NFC East,DAL,8,@PHI,3,46.5,"L, 23-28",Lost,Over
2021,NFC East,DAL,2,@LAC,3,55,"W, 20-17",Won,Under
2021,NFC East,DAL,7,@MIN,3,51.5,"W, 20-16",Won,Under
2020,NFC East,DAL,15,PHI,3,50,"W, 37-17",Won,Over
2018,NFC East,DAL,6,JAX,3,39,"W, 40-7",Won,Over
2018,NFC East,DAL,14,@IND,3,46.5,"L, 0-23",Lost,Under
2016,NFC East,DAL,9,@PIT,3,50.5,"W, 35-30",Won,Over
2015,NFC East,DAL,4,@NOR,3,48,"L, 20-26",Lost,Under
2015,NFC East,DAL,6,@NYG,3,45,"L, 20-27",Lost,Over
2015,NFC East,DAL,8,PHI,3,43.5,"L, 27-33",Lost,Over
2015,NFC East,DAL,14,NYJ,3,41.5,"L, 16-19",Push,Under
2014,NFC East,DAL,4,NOR,3,53.5,"W, 38-17",Won,Over
2014,NFC East,DAL,14,@PHI,3,55,"W, 38-27",Won,Over
2013,NFC East,DAL,2,@KAN,3,45,"L, 16-17",Won,Under
2013,NFC East,DAL,8,@DET,3,51,"L, 30-31",Won,Over
2012,NFC East,DAL,5,@BAL,3,45,"L, 29-31",Won,Over
2012,NFC East,DAL,16,@WAS,3,49,"L, 18-28",Lost,Under
2011,NFC East,DAL,7,@PHI,3,49.5,"L, 7-34",Lost,Under
2011,NFC East,DAL,16,@NYG,3,47.5,"L, 14-31",Lost,Under
2009,NFC East,DAL,8,@PHI,3,50,"W, 20-16",Won,Under
2007,NFC East,DAL,3,@CHI,3,41.5,"W, 34-10",Won,Over
2005,NFC East,DAL,4,@OAK,3,46,"L, 13-19",Lost,Under
2005,NFC East,DAL,7,@SEA,3,45.5,"L, 10-13",Push,Under
2005,NFC East,DAL,9,@PHI,3,40,"W, 21-20",Won,Over
2005,NFC East,DAL,12,@NYG,3,41,"L, 10-17",Lost,Under
2005,NFC East,DAL,14,@WAS,3,36,"L, 7-35",Lost,Over
2003,NFC East,DAL,3,@NYJ,3,37,"W, 17-6",Won,Under
2003,NFC East,DAL,17,@CAR,3,34,"L, 10-29",Lost,Over
2002,NFC East,DAL,9,@DET,3,37,"L, 7-9",Won,Under
2024,NFC East,DAL,1,@CLE,2.5,41,"W, 33-17",Won,Over
2024,NFC East,DAL,5,@PIT,2.5,43.5,"W, 20-17",Won,Under
2021,NFC East,DAL,10,@KAN,2.5,56.5,"L, 9-19",Lost,Under
2018,NFC East,DAL,1,@CAR,2.5,42.5,"L, 8-16",Lost,Under
2016,NFC East,DAL,5,CIN,2.5,46,"W, 28-14",Won,Under
2013,NFC East,DAL,7,@PHI,2.5,55,"W, 17-3",Won,Under
2013,NFC East,DAL,11,@NYG,2.5,44.5,"W, 24-21",Won,Over
2012,NFC East,DAL,7,NYG,2.5,48,"L, 24-29",Lost,Over
2012,NFC East,DAL,14,PIT,2.5,46,"W, 27-24",Won,Over
2011,NFC East,DAL,15,PHI,2.5,50,"L, 7-20",Lost,Under
2010,NFC East,DAL,3,@HOU,2.5,47.5,"W, 27-13",Won,Under
2009,NFC East,DAL,18,@MIN,2.5,45,"L, 3-34",Lost,Under
2004,NFC East,DAL,15,WAS,2.5,35,"W, 13-10",Won,Under
2002,NFC East,DAL,11,JAX,2.5,34,"W, 21-19",Won,Over
2023,NFC East,DAL,14,@BUF,2,49.5,"L, 10-31",Lost,Under
2022,NFC East,DAL,1,TAM,2,50,"L, 3-19",Lost,Under
2008,NFC East,DAL,16,@PHI,2,40.5,"L, 6-44",Lost,Over
2006,NFC East,DAL,4,@PHI,2,43,"L, 24-38",Lost,Over
2006,NFC East,DAL,17,@SEA,2,48.5,"L, 20-21",Won,Under
2023,NFC East,DAL,15,@MIA,1.5,49,"L, 20-22",Lost,Under
2017,NFC East,DAL,12,WAS,1.5,47,"W, 38-14",Won,Over
2013,NFC East,DAL,13,@CHI,1.5,49,"L, 28-45",Lost,Over
2010,NFC East,DAL,5,@MIN,1.5,44,"L, 21-24",Lost,Over
2004,NFC East,DAL,3,@WAS,1.5,35.5,"W, 21-18",Won,Over
2002,NFC East,DAL,5,NYG,1.5,34.5,"L, 17-21",Lost,Over
2024,NFC East,DAL,3,BAL,1,48,"L, 25-28",Lost,Over
2022,NFC East,DAL,3,@NYG,1,39,"W, 23-16",Won,Push
2020,NFC East,DAL,1,@LAR,1,52,"L, 17-20",Lost,Under
2019,NFC East,DAL,14,LAR,1,48.5,"W, 44-21",Won,Over
2018,NFC East,DAL,3,@SEA,1,40,"L, 13-24",Lost,Under
2017,NFC East,DAL,11,LAC,1,46.5,"L, 6-28",Lost,Under
2015,NFC East,DAL,3,ATL,1,43.5,"L, 28-39",Lost,Over
2015,NFC East,DAL,9,@TAM,1,43,"L, 6-10",Lost,Under
2006,NFC East,DAL,10,IND,1,49,"W, 21-14",Won,Under
2004,NFC East,DAL,16,@NYG,1,38.5,"L, 24-28",Lost,Over
2002,NFC East,DAL,12,WAS,1,36.5,"W, 27-20",Won,Over
2010,NFC East,DAL,16,@PHI,0,43.5,"W, 14-13",Won,Under
2004,NFC East,DAL,8,@CIN,0,44,"L, 3-26",Lost,Under
2020,NFC East,DAL,6,ARI,-1,55.5,"L, 10-38",Lost,Under
2020,NFC East,DAL,7,@WAS,-1,44.5,"L, 3-25",Lost,Under
2018,NFC East,DAL,7,@WAS,-1,40.5,"L, 17-20",Lost,Under
2016,NFC East,DAL,1,NYG,-1,47.5,"L, 19-20",Lost,Under
2016,NFC East,DAL,4,@SFO,-1,44.5,"W, 24-17",Won,Under
2003,NFC East,DAL,5,PHI,-1,37.5,"W, 23-21",Won,Over
2003,NFC East,DAL,16,@NOR,-1,38,"L, 7-13",Lost,Under
2023,NFC East,DAL,6,@LAC,-1.5,50,"W, 20-17",Won,Under
2022,NFC East,DAL,10,@MIN,-1.5,48.5,"W, 40-3",Won,Under
2020,NFC East,DAL,16,@NYG,-1.5,44.5,"L, 19-23",Lost,Under
2015,NFC East,DAL,10,@MIA,-1.5,46,"W, 24-14",Won,Under
2015,NFC East,DAL,11,CAR,-1.5,45.5,"L, 14-33",Lost,Over
2014,NFC East,DAL,3,@STL,-1.5,44,"W, 34-31",Won,Over
2014,NFC East,DAL,9,ARI,-1.5,45,"L, 17-28",Lost,Push
2013,NFC East,DAL,4,@SDG,-1.5,47,"L, 21-30",Lost,Over
2009,NFC East,DAL,12,@NYG,-1.5,45.5,"L, 24-31",Lost,Over
2008,NFC East,DAL,8,TAM,-1.5,40.5,"W, 13-9",Won,Under
2007,NFC East,DAL,9,@NYG,-1.5,48,"W, 31-20",Won,Over
2005,NFC East,DAL,11,DEN,-1.5,41,"L, 21-24",Lost,Over
2019,NFC East,DAL,15,@PHI,-2,47,"L, 9-17",Lost,Under
2008,NFC East,DAL,10,@WAS,-2,43,"W, 14-10",Won,Under
2003,NFC East,DAL,1,ATL,-2,36.5,"L, 13-27",Lost,Over
2002,NFC East,DAL,6,CAR,-2,35,"W, 14-13",Lost,Under
2002,NFC East,DAL,8,SEA,-2,37,"L, 14-17",Lost,Under
2022,NFC East,DAL,18,@TAM,-2.5,45.5,"W, 31-14",Won,Under
2020,NFC East,DAL,11,WAS,-2.5,46,"L, 16-41",Lost,Over
2019,NFC East,DAL,4,@NOR,-2.5,47,"L, 10-12",Lost,Under
2018,NFC East,DAL,4,DET,-2.5,43.5,"W, 26-24",Lost,Over
2018,NFC East,DAL,17,SEA,-2.5,43,"W, 24-22",Lost,Over
2017,NFC East,DAL,2,@DEN,-2.5,44,"L, 17-42",Lost,Over
2017,NFC East,DAL,5,GNB,-2.5,52,"L, 31-35",Lost,Over
2017,NFC East,DAL,8,KAN,-2.5,53,"W, 28-17",Won,Under
2013,NFC East,DAL,15,@WAS,-2.5,51,"W, 24-23",Lost,Under
2012,NFC East,DAL,6,@CAR,-2.5,45,"W, 19-14",Won,Under
2012,NFC East,DAL,9,@PHI,-2.5,44.5,"W, 38-23",Won,Over
2011,NFC East,DAL,4,DET,-2.5,46.5,"L, 30-34",Lost,Over
2006,NFC East,DAL,1,@JAX,-2.5,36.5,"L, 17-24",Lost,Over
2024,NFC East,DAL,12,NYG,-3,37.5,"W, 27-20",Won,Over
2022,NFC East,DAL,4,WAS,-3,41.5,"W, 25-10",Won,Under
2021,NFC East,DAL,18,SFO,-3,51,"L, 17-23",Lost,Under
2020,NFC East,DAL,2,ATL,-3,53,"W, 40-39",Lost,Over
2020,NFC East,DAL,13,@CIN,-3,44,"W, 30-7",Won,Under
2019,NFC East,DAL,7,PHI,-3,50,"W, 37-10",Won,Under
2019,NFC East,DAL,13,@CHI,-3,43,"L, 24-31",Lost,Over
2018,NFC East,DAL,2,NYG,-3,42,"W, 20-13",Won,Under
2017,NFC East,DAL,3,@ARI,-3,46.5,"W, 28-17",Won,Under
2017,NFC East,DAL,7,@WAS,-3,46.5,"W, 33-19",Won,Over
2017,NFC East,DAL,14,@OAK,-3,46,"W, 20-17",Push,Under
2016,NFC East,DAL,12,@MIN,-3,43.5,"W, 17-15",Lost,Under
2014,NFC East,DAL,15,IND,-3,54,"W, 42-7",Won,Under
2012,NFC East,DAL,2,@SEA,-3,43,"L, 7-27",Lost,Under
2012,NFC East,DAL,4,CHI,-3,41.5,"L, 18-34",Lost,Over
2012,NFC East,DAL,15,NOR,-3,54.5,"L, 31-34",Lost,Over
2011,NFC East,DAL,2,@SFO,-3,41.5,"W, 27-24",Push,Over
2010,NFC East,DAL,1,@WAS,-3,40,"L, 7-13",Lost,Under
2009,NFC East,DAL,2,NYG,-3,45.5,"L, 31-33",Lost,Over
2009,NFC East,DAL,4,@DEN,-3,44,"L, 10-17",Lost,Under
2009,NFC East,DAL,9,@GNB,-3,48,"L, 7-17",Lost,Under
2009,NFC East,DAL,16,PHI,-3,47,"W, 24-0",Won,Under
2008,NFC East,DAL,3,@GNB,-3,51,"W, 27-16",Won,Under
2008,NFC East,DAL,14,NYG,-3,46,"W, 20-8",Won,Under
2007,NFC East,DAL,8,@PHI,-3,46.5,"W, 38-17",Won,Over
2006,NFC East,DAL,6,NYG,-3,43.5,"L, 22-36",Lost,Over
2006,NFC East,DAL,8,@WAS,-3,40.5,"L, 19-22",Lost,Over
2005,NFC East,DAL,13,KAN,-3,44,"W, 31-28",Push,Over
2004,NFC East,DAL,5,PIT,-3,39,"L, 20-24",Lost,Over
2004,NFC East,DAL,7,DET,-3,40,"W, 31-21",Won,Over
2003,NFC East,DAL,6,@DET,-3,39,"W, 38-7",Won,Over
2003,NFC East,DAL,11,CAR,-3,33,"W, 24-20",Won,Over
2003,NFC East,DAL,12,MIA,-3,34.5,"L, 21-40",Lost,Over
2003,NFC East,DAL,14,@WAS,-3,34,"W, 27-0",Won,Under
2023,NFC East,DAL,1,@NYG,-3.5,45.5,"W, 40-0",Won,Under
2023,NFC East,DAL,13,PHI,-3.5,51.5,"W, 33-13",Won,Under
2021,NFC East,DAL,3,PHI,-3.5,51.5,"W, 41-21",Won,Over
2021,NFC East,DAL,6,@NWE,-3.5,50.5,"W, 35-29",Won,Over
2020,NFC East,DAL,4,CLE,-3.5,56.5,"L, 38-49",Lost,Over
2019,NFC East,DAL,5,GNB,-3.5,46.5,"L, 24-34",Lost,Over
2019,NFC East,DAL,9,MIN,-3.5,48.5,"L, 24-28",Lost,Over
2018,NFC East,DAL,13,PHI,-3.5,45.5,"W, 29-23",Won,Over
2017,NFC East,DAL,16,@PHI,-3.5,41,"W, 6-0",Won,Under
2016,NFC East,DAL,13,@NYG,-3.5,47,"L, 7-10",Lost,Under
2015,NFC East,DAL,16,WAS,-3.5,39.5,"L, 23-34",Lost,Over
2014,NFC East,DAL,12,PHI,-3.5,57,"L, 10-33",Lost,Under
2013,NFC East,DAL,1,NYG,-3.5,49.5,"W, 36-31",Won,Over
2013,NFC East,DAL,3,STL,-3.5,47.5,"W, 31-7",Won,Under
2012,NFC East,DAL,11,WAS,-3.5,47.5,"L, 31-38",Lost,Over
2011,NFC East,DAL,3,WAS,-3.5,45,"W, 18-16",Lost,Under
2010,NFC East,DAL,6,NYG,-3.5,45.5,"L, 35-41",Lost,Over
2009,NFC East,DAL,13,SDG,-3.5,48.5,"L, 17-20",Lost,Under
2009,NFC East,DAL,17,PHI,-3.5,46,"W, 34-14",Won,Over
2007,NFC East,DAL,2,@MIA,-3.5,40.5,"W, 37-20",Won,Over
2006,NFC East,DAL,12,@NYG,-3.5,44,"W, 23-20",Lost,Under
2006,NFC East,DAL,14,@ATL,-3.5,44.5,"W, 38-28",Won,Over
2005,NFC East,DAL,6,NYG,-3.5,45.5,"W, 16-13",Lost,Under
2004,NFC East,DAL,4,NYG,-3.5,38.5,"L, 10-26",Lost,Under
2004,NFC East,DAL,11,CHI,-3.5,36,"W, 21-7",Won,Under
2022,NFC East,DAL,9,@GNB,-4,44.5,"L, 28-31",Lost,Over
2022,NFC East,DAL,14,@JAX,-4,48,"L, 34-40",Lost,Over
2021,NFC East,DAL,4,CAR,-4,51.5,"W, 36-28",Won,Over
2021,NFC East,DAL,17,@PHI,-4,43.5,"W, 51-26",Won,Over
2017,NFC East,DAL,13,@NYG,-4,42,"W, 30-10",Won,Under
2014,NFC East,DAL,13,@CHI,-4,50.5,"W, 41-28",Won,Over
2013,NFC East,DAL,14,GNB,-4,50,"L, 36-37",Lost,Over
2003,NFC East,DAL,9,BUF,-4,37,"W, 10-6",Push,Under
2022,NFC East,DAL,15,PHI,-4.5,47,"W, 40-34",Won,Over
2021,NFC East,DAL,13,@WAS,-4.5,48,"W, 27-20",Won,Under
2018,NFC East,DAL,8,TEN,-4.5,40.5,"L, 14-28",Lost,Over
2017,NFC East,DAL,15,SEA,-4.5,47,"L, 12-21",Lost,Under
2011,NFC East,DAL,9,BUF,-4.5,49,"W, 44-7",Won,Over
2011,NFC East,DAL,12,@ARI,-4.5,46.5,"L, 13-19",Lost,Under
2011,NFC East,DAL,13,NYG,-4.5,50.5,"L, 34-37",Lost,Over
2004,NFC East,DAL,2,CLE,-4.5,38,"W, 19-12",Won,Under
2023,NFC East,DAL,16,DET,-5,52,"W, 20-19",Lost,Under
2021,NFC East,DAL,12,@NOR,-5,47.5,"W, 27-17",Won,Under
2017,NFC East,DAL,4,LAR,-5,51,"L, 30-35",Lost,Over
2016,NFC East,DAL,7,PHI,-5,44,"W, 29-23",Won,Over
2014,NFC East,DAL,11,@NYG,-5,49,"W, 31-28",Lost,Over
2009,NFC East,DAL,1,@TAM,-5,40,"W, 34-21",Won,Over
2009,NFC East,DAL,6,ATL,-5,48,"W, 37-21",Won,Over
2008,NFC East,DAL,6,@ARI,-5,53,"L, 24-30",Lost,Over
2016,NFC East,DAL,11,WAS,-5.5,53,"W, 31-26",Lost,Over
2016,NFC East,DAL,17,GNB,-5.5,52.5,"L, 31-34",Lost,Over
2014,NFC East,DAL,7,NYG,-5.5,47,"W, 31-21",Won,Over
2013,NFC East,DAL,6,WAS,-5.5,52,"W, 31-16",Won,Under
2008,NFC East,DAL,15,BAL,-5.5,39,"L, 24-33",Lost,Over
2024,NFC East,DAL,2,NOR,-6,46.5,"L, 19-44",Lost,Over
2024,NFC East,DAL,4,@NYG,-6,45.5,"W, 20-15",Lost,Under
2019,NFC East,DAL,2,@WAS,-6,46.5,"W, 31-21",Won,Over
2017,NFC East,DAL,1,NYG,-6,46.5,"W, 19-3",Won,Under
2015,NFC East,DAL,1,NYG,-6,51.5,"W, 27-26",Lost,Over
2014,NFC East,DAL,16,@WAS,-6,47.5,"W, 44-17",Won,Over
2008,NFC East,DAL,1,@CLE,-6,48.5,"W, 28-10",Won,Under
2005,NFC East,DAL,2,WAS,-6,36,"L, 13-14",Lost,Under
2003,NFC East,DAL,8,WAS,-6,38.5,"W, 21-14",Won,Under
2023,NFC East,DAL,4,NWE,-6.5,43.5,"W, 38-3",Won,Under
2023,NFC East,DAL,7,LAR,-6.5,44.5,"W, 43-20",Won,Over
2022,NFC East,DAL,7,DET,-6.5,49,"W, 24-6",Won,Under
2021,NFC East,DAL,16,ARI,-6.5,52.5,"L, 22-25",Lost,Under
2019,NFC East,DAL,8,@NYG,-6.5,48.5,"W, 37-18",Won,Over
2019,NFC East,DAL,12,BUF,-6.5,46.5,"L, 15-26",Lost,Under
2017,NFC East,DAL,6,@SFO,-6.5,48,"W, 40-10",Won,Over
2016,NFC East,DAL,3,CHI,-6.5,44.5,"W, 31-17",Won,Over
2016,NFC East,DAL,15,DET,-6.5,46.5,"W, 42-21",Won,Over
2014,NFC East,DAL,5,HOU,-6.5,47,"W, 20-17",Lost,Under
2014,NFC East,DAL,17,DET,-6.5,48.5,"W, 24-20",Lost,Under
2010,NFC East,DAL,7,JAX,-6.5,44,"L, 17-35",Lost,Over
2008,NFC East,DAL,2,PHI,-6.5,46.5,"W, 41-37",Lost,Over
2007,NFC East,DAL,1,NYG,-6.5,44.5,"W, 45-35",Won,Over
2007,NFC East,DAL,12,GNB,-6.5,52.5,"W, 37-27",Won,Over
2006,NFC East,DAL,9,@ARI,-6.5,43.5,"W, 27-10",Won,Under
2006,NFC East,DAL,13,NOR,-6.5,48,"L, 17-42",Lost,Over
2005,NFC East,DAL,3,@SFO,-6.5,41,"W, 34-31",Lost,Over
2023,NFC East,DAL,18,GNB,-7,50.5,"L, 32-48",Lost,Over
2022,NFC East,DAL,17,@WAS,-7,40,"L, 6-26",Lost,Under
2021,NFC East,DAL,5,NYG,-7,52.5,"W, 44-20",Won,Over
2019,NFC East,DAL,1,NYG,-7,44,"W, 35-17",Won,Over
2019,NFC East,DAL,6,@NYJ,-7,43.5,"L, 22-24",Lost,Over
2018,NFC East,DAL,11,WAS,-7,40,"W, 31-23",Won,Over
2016,NFC East,DAL,8,@CLE,-7,49,"W, 35-10",Won,Under
2016,NFC East,DAL,10,BAL,-7,44.5,"W, 27-17",Won,Under
2016,NFC East,DAL,14,TAM,-7,47.5,"W, 26-20",Lost,Under
2012,NFC East,DAL,3,TAM,-7,45.5,"W, 16-10",Lost,Under
2012,NFC East,DAL,10,CLE,-7,43.5,"W, 23-20",Lost,Under
2011,NFC East,DAL,10,@WAS,-7,43,"W, 27-24",Lost,Over
2011,NFC East,DAL,11,MIA,-7,46,"W, 20-19",Lost,Under
2011,NFC East,DAL,14,@TAM,-7,47,"W, 31-15",Won,Under
2010,NFC East,DAL,2,CHI,-7,41.5,"L, 20-27",Lost,Over
2010,NFC East,DAL,4,TEN,-7,43,"L, 27-34",Lost,Over
2010,NFC East,DAL,10,DET,-7,44.5,"W, 35-19",Won,Over
2009,NFC East,DAL,5,@KAN,-7,43.5,"W, 26-20",Lost,Over
2009,NFC East,DAL,15,@WAS,-7,42,"W, 17-0",Won,Under
2007,NFC East,DAL,17,NYG,-7,47.5,"L, 17-21",Lost,Under
2006,NFC East,DAL,2,WAS,-7,37,"W, 27-10",Won,Push
2006,NFC East,DAL,15,PHI,-7,48.5,"L, 7-23",Lost,Under
2005,NFC East,DAL,8,ARI,-7,41,"W, 34-13",Won,Over
2004,NFC East,DAL,13,NOR,-7,49,"L, 13-27",Lost,Under
2021,NFC East,DAL,11,LVR,-7.5,51.5,"L, 33-36",Lost,Over
2020,NFC East,DAL,5,NYG,-7.5,52,"W, 37-34",Lost,Over
2019,NFC East,DAL,10,@DET,-7.5,46.5,"W, 35-27",Won,Over
2018,NFC East,DAL,15,TAM,-7.5,48,"W, 27-20",Lost,Under
2014,NFC East,DAL,10,@JAX,-7.5,45,"W, 31-17",Won,Over
2010,NFC East,DAL,15,@ARI,-7.5,45,"L, 26-27",Lost,Over
2003,NFC East,DAL,4,ARI,-7.5,39.5,"W, 24-7",Won,Under
2021,NFC East,DAL,9,ATL,-8,55,"W, 43-3",Won,Under
2013,NFC East,DAL,12,OAK,-8,49.5,"W, 31-24",Lost,Over
2008,NFC East,DAL,7,@STL,-8,45,"L, 14-34",Lost,Over
2005,NFC East,DAL,10,DET,-8,39,"W, 20-7",Won,Under
2023,NFC East,DAL,2,NYJ,-8.5,38.5,"W, 30-10",Won,Over
2013,NFC East,DAL,9,MIN,-8.5,51,"W, 27-23",Lost,Under
2009,NFC East,DAL,3,CAR,-8.5,48.5,"W, 21-7",Won,Under
2002,NFC East,DAL,1,@HOU,-8.5,33.5,"L, 10-19",Lost,Under
2023,NFC East,DAL,12,SEA,-9.5,47,"W, 41-35",Lost,Over
2014,NFC East,DAL,8,WAS,-9.5,49,"L, 17-20",Lost,Under
2010,NFC East,DAL,14,WAS,-9.5,44.5,"W, 33-30",Lost,Over
2009,NFC East,DAL,7,SEA,-9.5,46,"W, 38-17",Won,Over
2008,NFC East,DAL,11,SFO,-9.5,45.5,"W, 35-22",Won,Over
2007,NFC East,DAL,7,MIN,-9.5,46.5,"W, 24-14",Won,Under
2006,NFC East,DAL,3,@TEN,-9.5,37,"W, 45-14",Won,Over
2022,NFC East,DAL,8,CHI,-10,42.5,"W, 49-29",Won,Over
2022,NFC East,DAL,11,NYG,-10,45.5,"W, 28-20",Lost,Over
2021,NFC East,DAL,8,DEN,-10,48.5,"L, 16-30",Lost,Under
2021,NFC East,DAL,15,WAS,-10,46.5,"W, 56-14",Won,Over
2008,NFC East,DAL,4,WAS,-10,47,"L, 24-26",Lost,Over
2007,NFC East,DAL,14,PHI,-10,49,"L, 6-10",Lost,Under
2022,NFC East,DAL,12,IND,-10.5,44.5,"W, 54-19",Won,Over
2012,NFC East,DAL,12,PHI,-10.5,44,"W, 38-33",Lost,Over
2009,NFC East,DAL,10,WAS,-10.5,41.5,"W, 7-6",Lost,Under
2007,NFC East,DAL,13,@DET,-10.5,50.5,"W, 28-27",Lost,Over
2007,NFC East,DAL,15,@CAR,-10.5,42.5,"W, 20-13",Lost,Under
2023,NFC East,DAL,10,@CAR,-11,43,"W, 33-10",Won,Push
2011,NFC East,DAL,8,SEA,-11,45,"W, 23-13",Lost,Under
2007,NFC East,DAL,5,@BUF,-11,45,"W, 25-24",Lost,Over
2007,NFC East,DAL,10,WAS,-11,47,"W, 28-23",Lost,Over
2006,NFC East,DAL,11,TAM,-11,39,"W, 38-10",Won,Over
2023,NFC East,DAL,3,@ARI,-11.5,43.5,"L, 16-28",Lost,Over
2021,NFC East,DAL,14,@NYG,-11.5,43.5,"W, 21-6",Won,Under
2008,NFC East,DAL,12,SEA,-12,46.5,"W, 34-9",Won,Under
2022,NFC East,DAL,16,@TEN,-12.5,39.5,"W, 27-13",Won,Over
2019,NFC East,DAL,16,WAS,-12.5,47.5,"W, 47-16",Won,Over
2005,NFC East,DAL,16,STL,-12.5,43,"L, 10-20",Lost,Under
2003,NFC East,DAL,15,NYG,-12.5,35.5,"W, 19-3",Won,Under
2023,NFC East,DAL,17,@WAS,-13,46.5,"W, 38-10",Won,Over
2007,NFC East,DAL,4,STL,-13,47,"W, 35-7",Won,Under
2006,NFC East,DAL,5,HOU,-13,44,"W, 34-6",Won,Under
2023,NFC East,DAL,11,WAS,-13.5,48.5,"W, 45-10",Won,Over
2009,NFC East,DAL,11,OAK,-13.5,40.5,"W, 24-7",Won,Under
2011,NFC East,DAL,6,STL,-14,43,"W, 34-7",Won,Under
2006,NFC East,DAL,16,DET,-14,46,"L, 31-39",Lost,Over
2007,NFC East,DAL,11,NYJ,-14.5,47.5,"W, 34-3",Won,Under
2008,NFC East,DAL,5,CIN,-16,46,"W, 31-22",Lost,Over
2022,NFC East,DAL,13,HOU,-17,44,"W, 27-23",Lost,Over
2023,NFC East,DAL,9,NYG,-17.5,38.5,"W, 49-17",Won,Over
